1;Gostei de um vídeo   no estúdio: João Amoêdo, do Novo;I liked a video in the studio: João Amoêdo, do Novo;Neg,Neu,Pos,Compound;0.0;0.741;0.259;0.4215 
1;     Se eles o destratam agora, imagine quando forem eleitos...;If they do it now, imagine when they are elected ...;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;" Diz pra mim que esse perfil eh zoeira tipo aqueles ""João Amoedo da Depressão""";"Tell me that this profile is like those &quot;João Amoedo da Depresão&quot;";Neg,Neu,Pos,Compound;0.0;0.815;0.185;0.3612
1; Hahahaha tá na onda dos bolsominions também;Hahahaha is on the wave of the bolsominions too;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;    ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
0; Mais um eleitorzinho do Novo bem limpinho que acha o Amoêdo limpinho o suficiente para receber seu votinho limpinho. Não sabe nem respeitar os outros e se acha um baita sujeito esclarecido por que conheceu o Novo!;Another electorny from New Well cleaned who finds the Amoeedo clean enough to receive his clean ballot. He does not know or respect others, and if he finds himself a clear subject, why did he know the New!;Neg,Neu,Pos,Compound;0.057;0.712;0.231;0.7807
0;O joão amoedo foi muito feliz ao dizer que defender a liberdade individual é defender a menor minoria.;Joao Amoedo was very happy to say that defending individual freedom is to defend the smallest minority.;Neg,Neu,Pos,Compound;0.0;0.647;0.353;0.8479
0;"  Para de mentir, sua timeline é cheia de postagem do bolsonaro. 
Só nos explica essa coligação do conservador psl com o partido comunista 
";To stop lying, your timeline is full of postage from the bolsonaro. Only this coalition of the conservative psl with the communist party;Neg,Neu,Pos,Compound;0.198;0.707;0.095;-0.4404
1;"   Ele nunca propôs NADA para diminuir a concentração de dinheiro / poder do sistema financeiro como um todo. Consequentemente nenhuma  proposta para diminuir a desigualdade social. Só planícies como ""diminuir impostos"" e ""acabar com privilégios"". Parece um liberateen.";"He never proposed NOTHING to reduce the concentration of money / power of the financial system as a whole. Consequently no proposal to reduce social inequality. Only plains like &quot;lower taxes&quot; and &quot;end privileges.&quot; It looks like liberateen.";Neg,Neu,Pos,Compound;0.055;0.821;0.124;0.4215
1; Político não deve legislar em causa própria.;Politicians should not legislate on their own.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  Se vc não se importa pra onde está indo sua grana eu me preocupo. E pouca gente sabe desta insanidade.;If you do not care where your money is going I worry. And few people know about this insanity.;Neg,Neu,Pos,Compound;0.398;0.602;0.0;-0.8721
1;   Ele já falou diversas vezes da concentração de bancos e spread elevado.;He has spoken several times of the concentration of banks and high spread.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Vou assistir por obrigação, vamos ver se vão apertar como apertaram o Amoedo. (Vocês viram quem vai entrevistar? O currículo é sensacional) ;"I&#39;m going to attend by obligation, we&#39;ll see if they will tighten as they pressed Amoedo. (Have you seen who will interview? Curriculum is sensational)";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Você sabia que o seu dinheiro foi usado pra pagar R$ 986.110.833.381,00 (2,7 BI / DIA) juros pra bancos? Pois é,e eu nunca vi você combatendo esses juros abusivos.;"Did you know that your money was used to pay R $ 986,110,833,381.00 (2.7 BI / DAY) interest to banks? Yeah, and I&#39;ve never seen you fighting those abusive interests.";Neg,Neu,Pos,Compound;0.156;0.585;0.259;0.4039
0; Esse Amoedo quer ser presidente do Brasil. Sinceramente...;This Amoedo wants to be president of Brazil. Sincerely...;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; 👏👏👏👏👏;(I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; 👏👏👏👏👏👏;(I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Aí vem um retardado playboy tratado a base de nutella dizer que Amoedo é independente e uma boa opção....Isentão é igual a mortadela. ;Here comes a retarded playboy treated the nutella base saying that Amoedo is independent and a good choice .... Isentão equals mortadella.;Neg,Neu,Pos,Compound;0.15;0.732;0.118;-0.2023
1; É mesmo? Que maravilha! ;Really? How wonderful!;Neg,Neu,Pos,Compound;0.0;0.319;0.681;0.6452
1;  Receba!;Get it!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Gente, o cara tá mesmo nessa pegada?;Guys, is the guy really on that footprint?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Eu sei é q meu dinheiro serve pra pagar mamata de banco q de juiz q ganha acima do teto...;I know that my money serves to pay for the bank of the bank q that wins over the roof ...;Neg,Neu,Pos,Compound;0.063;0.769;0.167;0.5106
1;"Os seguranças BARRARAM o Canarinho na chegada da seleção no hotel hahahaha acharam que era um torcedor fantasiado

COMO EU AMO PÃO E CIRCO MEU DEUS ";The security guards BARRARAM Canarinho on arrival at the hotel check hahahaha he thought he was a fan in costume HOW I LOVE BREAD AND CIRCUS MY GOD;Neg,Neu,Pos,Compound;0.0;0.638;0.362;0.9094
0;"Galera, só pra deixar claro:
Eu SOU conservador, eu NÃO SOU militante do Bolsonaro (apesar de votar nele).
Políticos falham e eu sou naturalmente cético.

De toda forma, se eu falo pouco dele ou se eu posto muita putaria pra sua sensibilidade, eu deixo meu sincero 🌈FODA-SE🌈.";"Galera, just to make it clear: I AM conservative, I am NOT a Bolsonaro militant (despite voting for him). Politicians fail and I&#39;m naturally skeptical. Anyway, if I say little of him or if I put too much bitch for his sensitivity, I leave my sincere 🌈FODA-SE🌈.";Neg,Neu,Pos,Compound;0.211;0.685;0.104;-0.6705
1;A opinião dela sobre a Venezuela. Ditadura ou não? ;Her opinion about Venezuela. Dictatorship or not?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Tudo comunista. Tirem as calças e pisem em cima. Podem espernear à vontade.  ;All communist. Take off your pants and step on it. They can kick at will.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"Um bar vai oferecer uma rodada grátis cada vez que o Neymar cair. Façam suas apostas:

1) O bar vai falir antes do fim do primeiro tempo;
2) Todos os clientes entrarão em coma alcoólico antes do final do segundo tempo.";"A bar will offer a free spin every time Neymar falls. Place your bets: 1) The bar will fail before the end of the first half; 2) All customers will go into an alcoholic coma before the end of the second half.";Neg,Neu,Pos,Compound;0.078;0.848;0.074;-0.0516
1;Confiança busca o empate no finalzinho e jogo termina em 1x1 com o Salgueiro/PE no Cornélio de Barros. Dragão continua na vice-liderança do grupo A com 18 pontos.;"Confidence seeks the tie at the end and game ends in 1x1 with the Salgueiro / PE in Cornelio de Barros. Dragon continues in the group A&#39;s runner-up with 18 points.";Neg,Neu,Pos,Compound;0.0;0.898;0.102;0.5106
0;"Nas redes defende igualdade, num sei que, mimimi popopo
Pintou dinheiro de um ditador toda moralidade vai pelo ralo... ";In the networks it defends equality, I know that, mimimi popopo Painted money of a dictator all morality goes down the drain ...;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Ludmilla e Lexa são contratadas para festa de ditador africano ;"Ludmilla and Lexa are hired for African dictator&#39;s party";Neg,Neu,Pos,Compound;0.0;0.748;0.252;0.4019
1;Realizações de Amoedo: Já completou 6 ironmans (prova de triathlon no qual o participante deve nadar 3,8km, pedalar 180 km e depois correr 42km) e mais de 10 maratonas. Quantas realizações.....;Amoedo achievements: He has already completed 6 ironmans (triathlon event in which the participant must swim 3.8 km, pedal 180 km and then run 42 km) and more than 10 marathons. How many achievements .....;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  Kkkkkkkkkkkkk quem entende é você que vai votar no Alckmin ou no Amoêdo;Kkkkkkkkkkkkk who understands you are going to vote for Alckmin or Amoecido;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"- Guga Chacra, o que você acha das iranianas nos estádios da Rússia?
- É um absurdo elas serem banidas de entrar nos EUA.

Mano, a  se afundou no lacre.";"- Guga Chacra, what do you think of the Iranians in the Russian stadiums? &quot;It&#39;s absurd to be banned from entering the United States. Man, it sank into the seal.";Neg,Neu,Pos,Compound;0.091;0.823;0.085;-0.0516
1;ao vivo pelo Instagram . ;live on Instagram.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"Viajando solenemente na maionese.
João Amoedo, candidato do Novo à presidência, disse que Bolsonaro ""não tem grandes realizações em seus 25 anos de vida pública"". Tá.
Quais as realizações de Amoedo? Tem muitas:";"Traveling solemnly in mayonnaise. João Amoedo, New York&#39;s presidential candidate, said that Bolsonaro &quot;has not made great achievements in his 25 years of public life.&quot; OK. What are Amoedo&#39;s accomplishments? There are many:";Neg,Neu,Pos,Compound;0.087;0.789;0.124;0.1126
1;"Pra turminha do Projac que adora pregar o amor e tolerância esse ""discurso de ódio"" tá liberado? 😍🐻🍄🦄🌈 ";"To Projac&#39;s gang who loves to preach love and tolerance, this &quot;hate speech&quot; is released? (I.e.";Neg,Neu,Pos,Compound;0.0;0.563;0.437;0.8779
0;Tô mais triste que quenga na greve dos caminhões;"I&#39;m sadder than quenga at the truck stop";Neg,Neu,Pos,Compound;0.483;0.517;0.0;-0.6808
1;Meu palpite é que a #ArgentinaGanha. Você acha que chuta melhor? Participe e ganhe um cupom exclusivo do McDonald’s.;"My guess is that #ArgentinaGanha. Do you think it works best? Participate and win a McDonald&#39;s exclusive coupon.";Neg,Neu,Pos,Compound;0.0;0.596;0.404;0.8591
0;"Se o STF decidir pela volta do imposto sindical, prepare o seu bolso. O imposto será descontado diretamente no holerite de cada trabalhador.

Se você não quer a volta do imposto sindical, compartilhe! ";If the STF decides to return the union tax, prepare your pocket. The tax will be deducted directly from the payroll of each employee. If you do not want the back of the union tax, share!;Neg,Neu,Pos,Compound;0.032;0.902;0.066;0.3116
1; João, vc é melhor que muito programa de humor no mundo. Sério. Suas frases são risíveis.;"John, you&#39;re better than a lot of humor programs in the world. Oh really. Your sentences are laughable.";Neg,Neu,Pos,Compound;0.0;0.629;0.371;0.6887
1;  Espera o dia da eleição pra você ser soterrado pela tsunami do Novo;Wait election day for you to be buried by the tsunami of New;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"   Na verdade é o mesmo padrão para equipamentos sem aterramento:
 ";In fact it is the same standard for equipment without grounding:;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Evento do  em Vitório, aula de economia e idéias com Gustavo Franco e  ;Event of Vitório, an economics and ideas class with Gustavo Franco and;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"N gosto do  pq além de ser comandado por um cara ligado aos interesses dos bancos  ainda apoia agenda globalist a e restritiva da  (qse Deus quiser será abandonada pelo ). Vide a  e 
";No taste of the pq besides being commanded by a guy connected to the interests of the banks still supports the globalist agenda and restrictive of what God wants to be abandoned by. See ae;Neg,Neu,Pos,Compound;0.127;0.711;0.162;0.1027
0;  Único que está fazendo algo de novo mesmo, o resto é tudo velha política!;Only one who is doing something new even, the rest is all old politics!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;" Ele sabe ler e escrever; não é como Lulla. Nem como a Lulla de saias . Porque tanto ódio ao Bolsonaro! Pra mim todos que não forem analfabetos merecem ser candidatos - Bolsonaro , Amoedo, Eimael , Levi Fidelix, Gleisi...qual o problema?";"He can read and write; it is not like Lulla. Not like Lulla&#39;s skirts. Because I hate Bolsonaro so much! For me, all those who are not illiterate deserve to be candidates - Bolsonaro, Amoedo, Eimael, Levi Fidelix, Gleisi ... what&#39;s the problem?";Neg,Neu,Pos,Compound;0.228;0.772;0.0;-0.8724
1; Tirania.;Tyranny.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Professor é mal remunerado.  Lida com crianças sem compostura, abusadas, criadas por pais permissivo e sem limites.;Teacher is poorly paid. It deals with children without composure, abused, created by permissive parents and without limits.;Neg,Neu,Pos,Compound;0.085;0.783;0.132;0.2411
1;  ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;    É uma merda!;Sucks!;Neg,Neu,Pos,Compound;1.0;0.0;0.0;-0.4199
1;   Na Europa o padrão é muito diferente do daqui.;In Europe the pattern is very different from here.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Tu é loucão mermo!?;Are you crazy ?!;Neg,Neu,Pos,Compound;0.473;0.527;0.0;-0.4003
0;  Quando um idiota deste e outros se tornam candidatos a presidência temos que dar a razão ao Nelson Rodrigues... Perderam completamente a modéstia neste país. Pobre país...;When an idiot of this and others become presidential candidates we have to give reason to Nelson Rodrigues ... They have completely lost modesty in this country. Poor country;Neg,Neu,Pos,Compound;0.257;0.743;0.0;-0.8399
1;Gostei de um vídeo   Amoedo diz que Liberação de Armas NÃO é Política de Segurança;I like a video Amoedo says that Weapon Release is NOT a Security Policy;Neg,Neu,Pos,Compound;0.146;0.53;0.325;0.4019
1; Pra ficar perfeito só falta cortarem também a dancinha debiloide, rs;To be perfect, it is only necessary to cut the debiloid dance,;Neg,Neu,Pos,Compound;0.133;0.633;0.234;0.3818
0; Tá difícil demais. Queremos o Novo mas isso aí é pior que a dancinha ridícula. Editar vídeo e comentar? Quem é o marketeiro do Novo? João Santana?;"It&#39;s too hard. We want the New, but that&#39;s worse than the ridiculous little dance. Edit video and comment? Who is the New Marketer? João Santana?";Neg,Neu,Pos,Compound;0.283;0.681;0.036;-0.8398
0; Que edição canalha, hein? De Novo essa distorção não tem nada! Vergonhoso.;What a scumbag, huh? Again this distortion has nothing! Shameful.;Neg,Neu,Pos,Compound;0.318;0.496;0.186;-0.4337
1; Decepcionante. Edição de debate é novo? Argumentar com o vídeo do debate é manipulação, coisa de covarde.;Disappointing. Discussion editing is new? Arguing with the video of the debate is manipulation, cowardice thing.;Neg,Neu,Pos,Compound;0.393;0.607;0.0;-0.8126
0; O processo seletivo do  versa sobre questões comportamentais como Ideologia de gênero, aborto, escola sem partido? Eu me sinto sem argumentos para defender vcs qdo abraças causas da esquerda.;Is the selective process about behavioral issues such as gender ideology, abortion, school without a party? I feel without arguments to defend you that embraces causes of the left.;Neg,Neu,Pos,Compound;0.077;0.847;0.077;0.0
1; Péssimo vídeo. Melhor o  melhorar o posicionamento.;Terrible video. Better to improve the positioning.;Neg,Neu,Pos,Compound;0.24;0.31;0.45;0.4019
0; E Novo começou velho. Partiu para a mesma política velhaca do PT.;And New started old. Left for the same old politics of the PT.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Material editado, tendencioso, fala martelada, blá blá blá, coisa mais velha...;Material edited, biased, hammered speech, blah blah blah, old thing ...;Neg,Neu,Pos,Compound;0.474;0.526;0.0;-0.5106
1;"  O nome dele  deveria ser REMOENDO!
😅😅🤣🤣😅🤣😅";His name should be REMOENDO! (I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;" é por esses bolsonarismos é que tu continua um nanico eleitoral.
pra dizer essas sandices já tem Bolsonaro e os fãs lunáticos dele.
tente outra coisa, volte a falar baboseiras de empreendedorismo.";it is because of these pockets that you continue to be an electoral nano. To say these bullshit already has Bolsonaro and his whimsical fans. try something else, talk again about entrepreneurship.;Neg,Neu,Pos,Compound;0.108;0.855;0.037;-0.5423
1; Picareta procure ajuda medica.;Pickup for medical help.;Neg,Neu,Pos,Compound;0.0;0.526;0.474;0.4019
1; Porque no Paula Amoedo;Why not Paula Amoedo;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"A origem para absurdos como esse é o fundo partidário: dinheiro que sai dos nossos bolsos e paga privilégios a partidos e políticos.
O NOVO é o único partido que não usa esse fundo e defendemos a extinção de recursos públicos para partidos.
";The source for absurdities like this is the party fund: money that comes out of our pockets and pays privileges to parties and politicians. The NEW is the only party that does not use this fund and we defend the extinction of public resources for parties.;Neg,Neu,Pos,Compound;0.0;0.716;0.284;0.9313
1;"A mudança começa no VOTO! #VamosRenovarTudo #SomosNósContraEles   
Mais no stories do nosso Instagram:  ";The change starts in VOTE! #VamosRenovarTudo # Somos Us ContraElos More on our Instagram stories:;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Prova Real: verificamos as declarações de João Amoêdo no Congresso de Prefeitos, em Floria...  ;Real Proof: We verified the statements of João Amoêdo at the Congress of Mayors in Floria ...;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Amoedo: liberal na economia, fascista nos costumes.;Amoedo: liberal in economics, fascist in customs.;Neg,Neu,Pos,Compound;0.375;0.625;0.0;-0.5574
1;Esse meme do Cristiano Ronaldo do “sou lindo” é muito bom HAHAHAHAHA;"This meme from Cristiano Ronaldo&#39;s &quot;I&#39;m beautiful&quot; is very good HAHAHAHAHA";Neg,Neu,Pos,Compound;0.0;0.758;0.242;0.4927
0; Seu NOVO não estava acomunado com os demais partidos de esquerda recentemente? Sua posição não é nem um pouco clara, parece ser oportunista.;Your NEW was not in line with the other leftist parties recently? His position is not at all clear, it seems to be opportunistic.;Neg,Neu,Pos,Compound;0.122;0.778;0.1;0.1068
0;"- pai tenho fome
- meu sorriso é perfeito
- essa sopa tá uma merda
- sou lindo
- ...pai
- clear men ";"- Dad I&#39;m hungry - My smile is perfect - This soup sucks - I&#39;m beautiful - ... Father - clear men";Neg,Neu,Pos,Compound;0.095;0.42;0.485;0.8807
0; Estamos falando de um país de grandes dimensões. E infelizmente a maioria da população acreditam no que recebem no zap e no face. Como fazer sem o horário de tv?;We are talking about a large country. And unfortunately most of the population believe in what they receive in zap and face. How to do without the tv schedule?;Neg,Neu,Pos,Compound;0.082;0.918;0.0;-0.34
1; Apoio a doação do PDT. Não apoio vocês !;I support PDT donation. I do not support you!;Neg,Neu,Pos,Compound;0.0;0.468;0.532;0.69
1;"- atende ai filhao  p vc ve meu cabelo
- mas pai tamo na mesma casa
- olha como fico lindo  nessa camera
- pai preciso dormir
- eu sou uma maquina de fazer gols
- pai sao  5 da manha
- 5 eh a quantidade q fui eleito melhor do mundo ";"- look at my daughter and you see my hair - but I have a father in the same house - look how beautiful I look in this camera - father I need to sleep - I&#39;m a machine to make goals - father is 5 in the morning - 5 eh the quantity that I was elected the best of the world";Neg,Neu,Pos,Compound;0.0;0.805;0.195;0.9209
0; Ñ devia ter essa Merd... pois a fatia que assiste TV são aqueles que ainda possuem nenhuma ou pouca informação. E são exatamente os que sofrem lavagem cerebral pela mídia comprada. Quero ver fazer debate sem receber algum por fora ou ter alguma propaganda bancada pelos atuais.;Ñ ​​should have this Merd ... because the slice watching TV are those who still have no or little information. And they are exactly the ones brainwashed by the media bought. I want to see debate without receiving some from the outside or have some propaganda based on the current ones.;Neg,Neu,Pos,Compound;0.082;0.893;0.025;-0.4404
1; E tem café de graça  ??;And have coffee for free ??;Neg,Neu,Pos,Compound;0.0;0.577;0.423;0.5661
1;"     Sim, pq no momento tenho intenção de voto no Amoedo, mas aguardo os debates. 
Para um grupo de votantes adoradores de messias dos pés de barro, isso pode ser estranho.";Yes, because at the moment I intend to vote in Amoedo, but I await the debates. For a group of messianic worshipers on the feet of clay, this may be strange.;Neg,Neu,Pos,Compound;0.069;0.75;0.181;0.3818
0;"OLA PESSOAL

QUE TAL AO INVÉS DE RECICLAR ATOR NAS PROPAGANDAS ELEITORAIS

CONTRATAREM ESSA LOIRINHA 5/10 PRAS GRAVAÇÕES?  GARANTO Q VAI SER MUITO MAIS BARATO E EFICIENTE

MEU ROSTO PASSA CONFIANÇA PRO POVO

    ";OLA PERSONAL THAT STILL TO RECYCLE ACTOR IN THE ELECTORAL PROPAGANDA CONTRACT THIS LOIRINHA 5/10 PRAS RECORDINGS? WARRANTY Q WILL BE MUCH CHEAPER AND EFFICIENT MY FACE PASSES CONFIDENCE PRO POVO;Neg,Neu,Pos,Compound;0.073;0.724;0.203;0.7034
1;  🧞‍♂️;(I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;           Amoedo teve 5 pessoas assistindo! mas acho q vc empatou o Boulos;Amoedo had 5 people watching! but I think you have tied Boulos;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;           Quem é Amoedo?;Who is Amoedo?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Legal!! Vamos lá Dirceu Quadros! Parabéns pela iniciativa!   ;Nice!! Come on, Dirceu Frames! Congratulations for the initiative!;Neg,Neu,Pos,Compound;0.0;0.471;0.529;0.8346
1;  Realmente, sr. 1% 😃;Really, mr. 1%;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"Lembrando q no youtube tem o Roda viva completo com os demais candidatos #CiroGomes #Boulos #Amoedo #MarinaSilva 
O Boso não aceitou ainda e o Santo até o início do mês não tinha marcado data (não sei agora) ";Remembering that on YouTube you have the Live Wheel complete with the other candidates #CiroGomes #Boulos #Amoedo #MarinaSilva The Boso did not accept yet and the Saint until the beginning of the month had not set a date (I do not know now);Neg,Neu,Pos,Compound;0.051;0.949;0.0;-0.2924
0;  Se o Amoedo Novo é assim, imagina isso daqui a uns 20 anos.;If Amoedo Novo is like this, imagine it 20 years from now.;Neg,Neu,Pos,Compound;0.0;0.815;0.185;0.3612
0;Palestra do  apresentando o problema da segurança pública no Brasil. Somos o 9º país que mais mata no mundo. ;Lecture presenting the problem of public security in Brazil. We are the 9th country that kills the most in the world.;Neg,Neu,Pos,Compound;0.233;0.677;0.09;-0.5859
0;Já confirmou sua presença no lançamento das pré-candidaturas minha e do Chicão Bulhões? Vai encher! No Cine Odeon (Praça Floriano, 7 - Cinelândia), próxima sexta-feira, às 18:30h. Bernardinho, Marcelo Trindade e João Amoêdo estão confirmados também. ;Have you confirmed your presence at the launch of my pre-nominations and Chicão Bulhões? It will fill! At Cine Odeon (Floriano Square, 7 - Cinelandia), next Friday, at 6:30 p.m. Bernardinho, Marcelo Trindade and João Amoêdo are confirmed as well.;Neg,Neu,Pos,Compound;0.0;0.939;0.061;0.3382
1;  Devia ter prova para ser presidenciável. Tipo, 5a série.;He should have proof to be chairman. Type, 5th grade.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"     João ""Itaú"" Amoêdo?😂😂😂
Não terá nem 2% das intenções de voto, como derrotar a esquerda?";"João &quot;Itaú&quot; Amoêdo? 😂😂😂 Will not you have 2% of the voting intentions, like defeating the left?";Neg,Neu,Pos,Compound;0.145;0.733;0.122;-0.1179
1; Esquizo;Schizo;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;  de onde você tirou que os mesmos apoiadores do Alckmin são do Amoêdo e do Rocha?;where did you find out that the same supporters of Alckmin are from Amoeedo and Rocha?;Neg,Neu,Pos,Compound;0.0;0.838;0.162;0.4404
1; É o Olavo de Carvalho sem astrologia hahahaha;"It&#39;s Olavo de Carvalho without astrology hahahaha";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;  Mas esse cara é ridículo mesmo, heim ?;But this guy is really ridiculous, huh?;Neg,Neu,Pos,Compound;0.318;0.682;0.0;-0.4201
0;"   você esqueceu da fase ""Flávio Rocha"" que vem logo depois do João Amoedo e antes do Alckmin.. 🤣🤣🤣";"you forgot about the phase &quot;Flávio Rocha&quot; that comes soon after João Amoedo and before Alckmin .. 🤣🤣🤣";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;" Vcs fazem a mesma coisa qndo querem criticar o Amoedo.
Agora engole o choro e aguenta a crítica!";You do the same thing when you want to criticize Amoedo. Now swallow the cry and put up with the criticism!;Neg,Neu,Pos,Compound;0.327;0.625;0.048;-0.8221
1;           Boulos teve muito mais audiência que o Amoedo.;Boulos had much more audience than Amoedo.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Prova Real: verificamos as declarações de João Amoêdo no Congresso de Prefeitos, em Floria...  ;Real Proof: We verified the statements of João Amoêdo at the Congress of Mayors in Floria ...;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"Bolsonaro, como sempre, não soube o que dizer. 
Ciro flertando com a volta do nacional-desenvolvimentismo do Governo Dilma. 
Amoedo e Alckmin com propostas semelhantes e com boa desenvoltura. ";Bolsonaro, as always, did not know what to say. Cyrus flirting with the return of the national-developmentalism of the Dilma Government. Amoedo and Alckmin with similar proposals and with good aplomb.;Neg,Neu,Pos,Compound;0.0;0.861;0.139;0.5719
0; Eu voto no Amoedo,mas tem gente que parece que é retardado,se o cara fala que não vai é uma choradeira, aí o cara fala que vai é um mi mi mi do caralho,bando de chorão.;"I vote for Amoedo, but there are people who seem to be retarded, if the guy says he&#39;s not going to cry, then the guy says he&#39;s going to be a fucking mi mi mi, weeping bunch.";Neg,Neu,Pos,Compound;0.201;0.723;0.075;-0.7628
1;       fazem política velha?;Do old politics?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;        a gente não! não estou do seu lado. Filiei-me ao Novo pois achei que ele era contra o que ele realmente prova ser;"we do not I&#39;m not on your side. I joined the New because I thought he was against what he really proves to be";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;        já fui traído pelo Novo q dá o maior apoio para a vereadora psolista do partido em são paulo. A lista de ações esquerdistas só dela, fora o 'empoderamento' do Amoedo que não defende pautas direitista como: não ao aborto, fim do estatuto que arma só bandido, redução da maioridade;"I&#39;ve already been betrayed by the New who gives the greatest support to the party&#39;s partisan councilor in São Paulo. The list of leftist actions alone, outside the &#39;empowerment&#39; of the Amoedo that does not advocate right-wing agenda such as: no to abortion, end of the statute that only gun thug, reduction of the majority";Neg,Neu,Pos,Compound;0.159;0.737;0.104;-0.4019
1;"Parte 1 | William Waack comenta as propostas dos pré-candidatos á presidência Bolsonaro, Alckmin, Marina , Ciro Gomes, Aldo Rebelo, Paulo Rabello e João Amoêdo sobre a DÍVIDA PÚBLICA, assista:
#PainelWW #Bolsonaro #Alckmin #Eleicoes2018 #Ciro #Marina #Amoedo #Revelo #Rabello ";Part 1 | William Waack comments on the proposals of the presidential candidates Bolsonaro, Alckmin, Marina, Ciro Gomes, Aldo Rebelo, Paulo Rabello and João Amoêdo on the PUBLIC DEBT, watch: #PainelWW #Bolsonaro #Alckmin # Eleicoes2018 #Ciro #Marina #Amoedo # Reveal #Rabello;Neg,Neu,Pos,Compound;0.082;0.918;0.0;-0.4995
1; por essas e outras que nao confio no ;for these and others that I do not trust;Neg,Neu,Pos,Compound;0.278;0.722;0.0;-0.4023
1;        Enfim. Como disse. Não sou eu contra você. É o sistema político contra a gente. Encerro aqui a discussão. UM abraço.;"Anyway. As I said. It&#39;s not me against you. It is the political system against us. I close the discussion here. A hug.";Neg,Neu,Pos,Compound;0.0;0.86;0.14;0.4767
1;Paula Amoedo;Paula Amoedo;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;        Quando eu disse Informe-se melhor, não era força de expressão. Pare de acreditar na imprensa de esquerda e consulte alguém do NOVO, faça uma indagação no site oficial, vá a uma apresentação na sua cidade.;When I said, Tell yourself better, it was not the power of expression. Stop believing in the left-wing press and consult someone from NOVO, ask a question on the official website, go to a presentation in your city.;Neg,Neu,Pos,Compound;0.058;0.866;0.076;0.1779
1;"   
Queremos a Paula amoedo en el bailando 2018 ella es re talentosa ";We want to Paula amoedo in the dance 2018 she is re talentosa;Neg,Neu,Pos,Compound;0.0;0.902;0.098;0.0772
1;"        leiq meu tuire anterior: um replay parcial
";leiq my tuire previous: a partial replay;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;     ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;"        quando eu disse "" Informe-se melhor"" não era força de expressão. Fiz parte de sua tarefa como pode ver abaixo. Faça o restante
";"when I said &quot;Tell yourself better&quot; was not a force of expression. I was part of your task as you can see below. Do the rest";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
